,loss,o1_loss,o2_loss,o3_loss,o4_loss,o5_loss,o6_loss,o1_f1,o2_f1,o3_f1,o4_f1,o5_f1,o6_f1,val_loss,val_o1_loss,val_o2_loss,val_o3_loss,val_o4_loss,val_o5_loss,val_o6_loss,val_o1_f1,val_o2_f1,val_o3_f1,val_o4_f1,val_o5_f1,val_o6_f1,lr
0,437.25372314453125,0.6049224734306335,0.6931672096252441,0.6931716203689575,0.6931866407394409,0.6931841969490051,0.693183183670044,0.7646089792251587,0.274598091840744,0.19401580095291138,0.19678792357444763,0.26168981194496155,0.2570980191230774,437.2500915527344,0.5236304402351379,0.6944892406463623,0.6946317553520203,0.6933693885803223,0.6933404803276062,0.6934154629707336,0.5099614262580872,0.5949717164039612,0.5949717164039612,0.5949717164039612,0.5949717164039612,0.5949717164039612,0.001
1,437.0263977050781,0.4833754003047943,0.6932163238525391,0.6932128667831421,0.6931990385055542,0.6932181715965271,0.6932187676429749,0.8199619650840759,0.13306117057800293,0.12881048023700714,0.20833183825016022,0.2447672188282013,0.2886594533920288,436.9071044921875,0.4431057870388031,0.6931424736976624,0.6931424736976624,0.693143367767334,0.6931425333023071,0.6931506395339966,0.5093111991882324,0.0,0.0,0.0,0.0,0.5949717164039612,0.001
2,436.90576171875,0.4299298822879791,0.6931726336479187,0.6931731104850769,0.6931655406951904,0.6931591033935547,0.6931877136230469,0.819836437702179,0.08320272713899612,0.07758189737796783,0.15764079988002777,0.1506979912519455,0.210308238863945,436.8456726074219,0.40745094418525696,0.6931493878364563,0.693188488483429,0.6931493282318115,0.6931435465812683,0.6931436657905579,0.5099614262580872,0.0,0.0,0.0,0.0,0.0,0.001
3,436.8597717285156,0.405404269695282,0.6931764483451843,0.6931815147399902,0.693170964717865,0.6931614875793457,0.6931707859039307,0.8232677578926086,0.15158294141292572,0.19146011769771576,0.18618343770503998,0.11688502877950668,0.20093005895614624,436.8169250488281,0.3897242844104767,0.6931769251823425,0.693187952041626,0.6931421756744385,0.6931423544883728,0.6931425333023071,0.5068572759628296,0.0,0.0,0.0,0.0,0.0,0.001
4,436.83746337890625,0.39141198992729187,0.6931985020637512,0.6932146549224854,0.6931840777397156,0.6931599378585815,0.6931641697883606,0.8263631463050842,0.15581358969211578,0.18960058689117432,0.13885310292243958,0.14350947737693787,0.13250097632408142,436.79986572265625,0.3784915506839752,0.6931581497192383,0.6931500434875488,0.6931425333023071,0.6931440234184265,0.6931433081626892,0.5117681622505188,0.5949717164039612,0.5949717164039612,0.0,0.0,0.0,0.001
5,436.8232421875,0.3824189007282257,0.6932346224784851,0.6931975483894348,0.6931866407394409,0.6931626796722412,0.693162202835083,0.8294323086738586,0.1921120434999466,0.12322665005922318,0.11067397147417068,0.06328468024730682,0.05626293644309044,436.7953796386719,0.37182649970054626,0.693142831325531,0.6931425333023071,0.6931437849998474,0.6931583881378174,0.6931526064872742,0.5117681622505188,0.0,0.0,0.0,0.5949717164039612,0.5949717164039612,0.001
6,436.8187255859375,0.3762941360473633,0.6932274103164673,0.6932429671287537,0.6931971907615662,0.6931746006011963,0.6931647658348083,0.8333775997161865,0.22254392504692078,0.1919734925031662,0.13699325919151306,0.2869659960269928,0.2960698902606964,436.78411865234375,0.3682105243206024,0.6931470036506653,0.6931493282318115,0.6931434273719788,0.6931425333023071,0.6931427121162415,0.5164259076118469,0.0,0.5949717164039612,0.0,0.0,0.0,0.001
7,436.8057556152344,0.3718666732311249,0.6931718587875366,0.6931806206703186,0.6931772828102112,0.6931636333465576,0.6931618452072144,0.837671160697937,0.06872943043708801,0.12506243586540222,0.09570293128490448,0.04471689090132713,0.0266086645424366,436.7834167480469,0.3669426143169403,0.6931425333023071,0.693142831325531,0.6931424140930176,0.6931424736976624,0.6931425333023071,0.5091039538383484,0.0,0.0,0.0,0.0,0.0,0.001
8,436.79827880859375,0.368145227432251,0.6932159066200256,0.6931882500648499,0.6931756138801575,0.6931648254394531,0.6931568384170532,0.8414055109024048,0.22871825098991394,0.192113995552063,0.23148669302463531,0.24607527256011963,0.2832476794719696,436.7711181640625,0.3586280345916748,0.6932217478752136,0.6931502223014832,0.6931425333023071,0.6931424736976624,0.6931491494178772,0.5210533142089844,0.5949717164039612,0.5949717164039612,0.0,0.0,0.0,0.001
9,436.7950744628906,0.36452722549438477,0.6931955814361572,0.6931877136230469,0.6931718587875366,0.6931746006011963,0.6931627988815308,0.8455893993377686,0.25917288661003113,0.305687814950943,0.27219656109809875,0.26846274733543396,0.1585426777601242,436.7623291015625,0.35569941997528076,0.6931427717208862,0.6931424140930176,0.6931428909301758,0.6931432485580444,0.6931431889533997,0.5230072140693665,0.0,0.0,0.0,0.0,0.0,0.001
