,loss,o1_loss,o2_loss,o3_loss,o4_loss,o5_loss,o6_loss,o1_f1,o2_f1,o3_f1,o4_f1,o5_f1,o6_f1,val_loss,val_o1_loss,val_o2_loss,val_o3_loss,val_o4_loss,val_o5_loss,val_o6_loss,val_o1_f1,val_o2_f1,val_o3_f1,val_o4_f1,val_o5_f1,val_o6_f1,lr
0,437.26220703125,0.6049852967262268,0.6932008266448975,0.6932089328765869,0.6932099461555481,0.693199872970581,0.6932113766670227,0.7808723449707031,0.20946384966373444,0.23972441256046295,0.2503295838832855,0.19596858322620392,0.21034550666809082,437.06060791015625,0.5276873707771301,0.6931442022323608,0.6931441426277161,0.6931436657905579,0.6931422352790833,0.693142831325531,0.4974892735481262,0.0,0.0,0.0,0.0,0.0,0.001
1,436.9895324707031,0.4813408851623535,0.6931567192077637,0.6931607723236084,0.693157434463501,0.6931673884391785,0.6931716799736023,0.8208699226379395,0.0,0.009088275022804737,0.0,0.0737992450594902,0.11022455245256424,436.93756103515625,0.45276322960853577,0.6931481957435608,0.6932399272918701,0.6931475400924683,0.6931441426277161,0.6931732296943665,0.4976724684238434,0.600156843662262,0.600156843662262,0.600156843662262,0.0,0.600156843662262,0.001
2,436.8946228027344,0.4284716844558716,0.693233072757721,0.6931914687156677,0.6931813955307007,0.6931656002998352,0.6931620836257935,0.8201643824577332,0.210338294506073,0.13653463125228882,0.15083448588848114,0.196109339594841,0.20188158750534058,436.865478515625,0.41782790422439575,0.693144679069519,0.6931434869766235,0.6931442618370056,0.6931445002555847,0.693145751953125,0.4953044056892395,0.0,0.0,0.0,0.0,0.0,0.001
3,436.8502197265625,0.40382111072540283,0.6931734681129456,0.6931776404380798,0.6931596398353577,0.6931519508361816,0.6931580305099487,0.8246041536331177,0.04985250532627106,0.05534423142671585,0.03877049311995506,0.029573537409305573,0.04638410359621048,436.85186767578125,0.40045365691185,0.6931673288345337,0.6931868195533752,0.6931783556938171,0.6931556463241577,0.6931643486022949,0.4957771897315979,0.600156843662262,0.600156843662262,0.600156843662262,0.600156843662262,0.600156843662262,0.001
4,436.8389587402344,0.3901418447494507,0.6932150721549988,0.6932032704353333,0.693189799785614,0.6931658983230591,0.6931700706481934,0.8266086578369141,0.16533134877681732,0.1474764198064804,0.15656933188438416,0.16580018401145935,0.16685757040977478,436.82489013671875,0.39045262336730957,0.6931425333023071,0.6931440830230713,0.6931434273719788,0.6931430697441101,0.6931434869766235,0.4982026219367981,0.0,0.0,0.0,0.0,0.0,0.001
5,436.81903076171875,0.3812324106693268,0.6931807398796082,0.6931821703910828,0.6931755542755127,0.6931605339050293,0.6931592226028442,0.8300948143005371,0.13771365582942963,0.22340868413448334,0.13732793927192688,0.1101607233285904,0.12347742170095444,436.8153076171875,0.3832570016384125,0.6931449770927429,0.6931464076042175,0.6931481957435608,0.6931470632553101,0.6931467056274414,0.5012043714523315,0.0,0.0,0.0,0.0,0.0,0.001
6,436.80731201171875,0.3754206597805023,0.6931588649749756,0.6931607723236084,0.6931614279747009,0.6931564807891846,0.6931573152542114,0.8333422541618347,0.05374714732170105,0.05806589126586914,0.05187970772385597,0.017745276913046837,0.02920287847518921,436.8055114746094,0.3786216676235199,0.693142294883728,0.6931423544883728,0.693142294883728,0.6931423544883728,0.6931423544883728,0.508573591709137,0.0,0.0,0.0,0.0,0.0,0.001
7,436.80126953125,0.3707619309425354,0.6931639313697815,0.69317227602005,0.6931602954864502,0.6931596994400024,0.6931584477424622,0.8382411003112793,0.19308039546012878,0.17090262472629547,0.14983749389648438,0.15108898282051086,0.1484992802143097,436.80987548828125,0.375830739736557,0.6931755542755127,0.6931912302970886,0.6931563019752502,0.6931555867195129,0.6931530833244324,0.5205205678939819,0.600156843662262,0.600156843662262,0.600156843662262,0.600156843662262,0.600156843662262,0.001
8,436.8042907714844,0.36675918102264404,0.6932011842727661,0.6932033896446228,0.6931950449943542,0.6931824684143066,0.6931660175323486,0.8420622944831848,0.2058708667755127,0.1802700161933899,0.18557578325271606,0.16485480964183807,0.16533787548542023,436.7948913574219,0.3711795210838318,0.6931429505348206,0.6931455135345459,0.6931474208831787,0.6931458115577698,0.6931430697441101,0.5074371099472046,0.0,0.0,0.0,0.0,0.0,0.001
9,436.8115539550781,0.3637327551841736,0.6932830214500427,0.693327009677887,0.6932501196861267,0.6932082772254944,0.6931726336479187,0.8458001613616943,0.1771865040063858,0.2209046632051468,0.1693492978811264,0.08043129742145538,0.0,436.7879943847656,0.36795687675476074,0.693143904209137,0.6931490302085876,0.6931451559066772,0.693143367767334,0.693142294883728,0.5071436762809753,0.0,0.600156843662262,0.0,0.0,0.0,0.001
10,436.7867431640625,0.3607064485549927,0.6931864619255066,0.693185567855835,0.6931783556938171,0.6931663751602173,0.6931592226028442,0.8481785655021667,0.2581501305103302,0.3372124135494232,0.16393443942070007,0.08041752874851227,0.03712451457977295,436.79052734375,0.3652186691761017,0.6931566596031189,0.6931623220443726,0.6931611895561218,0.6931595206260681,0.6931531429290771,0.5101394653320312,0.600156843662262,0.600156843662262,0.600156843662262,0.600156843662262,0.600156843662262,0.001
11,436.7798767089844,0.3580966889858246,0.6931704878807068,0.6931692957878113,0.6931654214859009,0.6931620836257935,0.6931606531143188,0.8514890074729919,0.258953720331192,0.21292567253112793,0.1705935001373291,0.16078421473503113,0.16196446120738983,436.7840576171875,0.3662109673023224,0.693143367767334,0.693143367767334,0.6931426525115967,0.6931426525115967,0.6931426525115967,0.5218799114227295,0.0,0.0,0.0,0.0,0.0,0.001
12,436.76727294921875,0.35556864738464355,0.6931562423706055,0.6931581497192383,0.6931513547897339,0.6931478977203369,0.6931476593017578,0.8544884920120239,0.08638135343790054,0.08980650454759598,0.09309886395931244,0.0885101929306984,0.086224764585495,436.7776794433594,0.36022254824638367,0.6931435465812683,0.693143367767334,0.6931509971618652,0.6931512355804443,0.6931513547897339,0.5150181651115417,0.0,0.0,0.600156843662262,0.600156843662262,0.600156843662262,0.001
13,436.76629638671875,0.35361188650131226,0.6931802034378052,0.6931703686714172,0.6931610107421875,0.6931513547897339,0.6931514143943787,0.8566034436225891,0.2764144837856293,0.27241265773773193,0.2890770435333252,0.3025359809398651,0.30359336733818054,436.7847900390625,0.3645271062850952,0.6931464076042175,0.693149209022522,0.6931501626968384,0.6931495070457458,0.693148136138916,0.5230507850646973,0.0,0.0,0.0,0.0,0.0,0.001
14,436.7652893066406,0.3521392345428467,0.6931821703910828,0.6931726336479187,0.6931618452072144,0.693156361579895,0.6931543946266174,0.8574181795120239,0.18036624789237976,0.18602214753627777,0.21191315352916718,0.21852147579193115,0.21820895373821259,436.7722473144531,0.35699549317359924,0.6931495666503906,0.6931501030921936,0.6931548118591309,0.693152129650116,0.6931518912315369,0.5229518413543701,0.0,0.0,0.0,0.0,0.0,0.001
15,436.78631591796875,0.35035964846611023,0.6932917833328247,0.6932662129402161,0.693244218826294,0.6932108998298645,0.693174421787262,0.8602524995803833,0.2184392362833023,0.19817590713500977,0.17260397970676422,0.15631037950515747,0.08289987593889236,436.76995849609375,0.3551163673400879,0.6931447386741638,0.6931449770927429,0.6931470036506653,0.6931499242782593,0.6931564807891846,0.5132381916046143,0.0,0.0,0.0,0.0,0.0,0.001
16,436.7563781738281,0.3480786085128784,0.6931627988815308,0.6931734085083008,0.6931604743003845,0.6931580305099487,0.6931516528129578,0.8624034523963928,0.12888911366462708,0.22406905889511108,0.31357166171073914,0.3191107213497162,0.2551882863044739,436.7618408203125,0.3543858826160431,0.693142294883728,0.6931421756744385,0.6931427717208862,0.6931431889533997,0.6931444406509399,0.5266794562339783,0.0,0.0,0.0,0.0,0.0,0.001
17,436.75445556640625,0.34657400846481323,0.6931552290916443,0.6931578516960144,0.6931573748588562,0.6931579113006592,0.6931546926498413,0.8642383217811584,0.0,0.0,0.0,0.0,0.0,436.7579650878906,0.3524567484855652,0.6931434273719788,0.6931432485580444,0.6931439638137817,0.693143904209137,0.693143367767334,0.5132381916046143,0.0,0.0,0.0,0.0,0.0,0.001
18,436.7601013183594,0.3448820114135742,0.693183183670044,0.6932019591331482,0.6931939721107483,0.6931771636009216,0.6931652426719666,0.8660637736320496,0.1390640288591385,0.15250717103481293,0.14115487039089203,0.1326977014541626,0.1011778861284256,436.7532653808594,0.35006436705589294,0.693148672580719,0.6931472420692444,0.6931422352790833,0.6931424736976624,0.6931422352790833,0.5230482816696167,0.0,0.0,0.0,0.0,0.0,0.001
19,436.7557067871094,0.343574196100235,0.6932176947593689,0.6932136416435242,0.6931871175765991,0.6931743621826172,0.6931595802307129,0.8673576712608337,0.17090804874897003,0.20316681265830994,0.16185013949871063,0.11373618245124817,0.0,436.75164794921875,0.3485257625579834,0.6932508945465088,0.6931604146957397,0.6931474208831787,0.6931450963020325,0.693143367767334,0.5185999274253845,0.600156843662262,0.600156843662262,0.600156843662262,0.0,0.0,0.001
